image_path,filename,lat,lon,geometry,in_grid
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3145.png,28.4442_77.3145.png,28.4442,77.3145,POINT (138992.2176285871 3151945.422711891),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3233.png,28.4442_77.3233.png,28.4442,77.3233,POINT (139854.86038078682 3151918.9880138882),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3321.png,28.4442_77.3321.png,28.4442,77.3321,POINT (140717.49846035615 3151892.616828967),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3409.png,28.4442_77.3409.png,28.4442,77.3409,POINT (141580.13187847973 3151866.309154834),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3444.png,28.4442_77.3444.png,28.4442,77.3444,POINT (141923.2234220322 3151855.863528118),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3558.png,28.4442_77.3558.png,28.4442,77.3558,POINT (143040.7165009699 3151821.9102789755),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3646.png,28.4442_77.3646.png,28.4442,77.3646,POINT (143903.3374205631 3151795.7736395895),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3734.png,28.4442_77.3734.png,28.4442,77.3734,POINT (144765.95371999987 3151769.7005025772),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3822.png,28.4442_77.3822.png,28.4442,77.3822,POINT (145628.5654104554 3151743.690865671),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3910.png,28.4442_77.3910.png,28.4442,77.391,POINT (146491.17250311456 3151717.744726611),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.3943.png,28.4442_77.3943.png,28.4442,77.3943,POINT (146814.64897977246 3151708.031294542),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4057.png,28.4442_77.4057.png,28.4442,77.4057,POINT (147932.10821739672 3151674.5445024422),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4145.png,28.4442_77.4145.png,28.4442,77.4145,POINT (148794.703086634 3151648.7679204587),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4233.png,28.4442_77.4233.png,28.4442,77.4233,POINT (149657.29339910805 3151623.0548280724),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4321.png,28.4442_77.4321.png,28.4442,77.4321,POINT (150519.8791659996 3151597.405223049),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4409.png,28.4442_77.4409.png,28.4442,77.4409,POINT (151382.46039848845 3151571.8191031585),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4443.png,28.4442_77.4443.png,28.4442,77.4443,POINT (151715.7292081084 3151561.9505589684),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4558.png,28.4442_77.4558.png,28.4442,77.4558,POINT (152842.95695088082 3151528.6418915065),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4646.png,28.4442_77.4646.png,28.4442,77.4646,POINT (153705.52602700162 3151503.2267375817),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4734.png,28.4442_77.4734.png,28.4442,77.4734,POINT (154568.09061000805 3151477.8750606077),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4822.png,28.4442_77.4822.png,28.4442,77.4822,POINT (155430.65071108507 3151452.58685838),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4910.png,28.4442_77.4910.png,28.4442,77.491,POINT (156293.20634140825 3151427.362128703),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.4944.png,28.4442_77.4944.png,28.4442,77.4944,POINT (156626.4652763302 3151417.6332091847),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5058.png,28.4442_77.5058.png,28.4442,77.5058,POINT (157743.85803197802 3151385.0818547253),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5146.png,28.4442_77.5146.png,28.4442,77.5146,POINT (158606.4017277587 3151360.027336079),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5234.png,28.4442_77.5234.png,28.4442,77.5234,POINT (159468.9409939497 3151335.0362819396),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5322.png,28.4442_77.5322.png,28.4442,77.5322,POINT (160331.47584173642 3151310.108690135),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5410.png,28.4442_77.5410.png,28.4442,77.541,POINT (161194.0062822944 3151285.2445585006),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5443.png,28.4442_77.5443.png,28.4442,77.5443,POINT (161517.45406354894 3151275.9368695216),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5557.png,28.4442_77.5557.png,28.4442,77.5557,POINT (162634.81437779282 3151243.851694776),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5645.png,28.4442_77.5645.png,28.4442,77.5645,POINT (163497.33310384792 3151219.157020067),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5733.png,28.4442_77.5733.png,28.4442,77.5733,POINT (164359.84746371687 3151194.5257976246),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5821.png,28.4442_77.5821.png,28.4442,77.5821,POINT (165222.3574685767 3151169.9580253093),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5909.png,28.4442_77.5909.png,28.4442,77.5909,POINT (166084.86312960915 3151145.453700986),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.5944.png,28.4442_77.5944.png,28.4442,77.5944,POINT (166427.90394896804 3151135.7252982515),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.6058.png,28.4442_77.6058.png,28.4442,77.6058,POINT (167545.23216030322 3151104.1080815),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.6146.png,28.4442_77.6146.png,28.4442,77.6146,POINT (168407.72617822274 3151079.7746235845),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.6234.png,28.4442_77.6234.png,28.4442,77.6234,POINT (169270.2158936073 3151055.5046058265),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.6322.png,28.4442_77.6322.png,28.4442,77.6322,POINT (170132.70131763752 3151031.2980261166),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.6410.png,28.4442_77.6410.png,28.4442,77.641,POINT (170995.18246149452 3151007.154882353),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.6443.png,28.4442_77.6443.png,28.4442,77.6443,POINT (171318.6117892402 3150998.1175575927),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.8558.png,28.4556_76.8558.png,28.4556,76.8558,POINT (94063.87177909486 3154676.065549715),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.8646.png,28.4556_76.8646.png,28.4556,76.8646,POINT (94926.6802757341 3154646.3092118525),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.8734.png,28.4556_76.8734.png,28.4556,76.8734,POINT (95789.48352082894 3154616.6165306075),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.8822.png,28.4556_76.8822.png,28.4556,76.8822,POINT (96652.28152554552 3154586.9875033996),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.8910.png,28.4556_76.8910.png,28.4556,76.891,POINT (97515.07430105912 3154557.4221276515),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.8943.png,28.4556_76.8943.png,28.4556,76.8943,POINT (97838.62024600111 3154546.351521363),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9057.png,28.4556_76.9057.png,28.4556,76.9057,POINT (98956.31878176861 3154508.1764748716),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9145.png,28.4556_76.9145.png,28.4556,76.9145,POINT (99819.09764766961 3154478.781064873),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9233.png,28.4556_76.9233.png,28.4556,76.9233,POINT (100681.87132536207 3154449.449296927),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9321.png,28.4556_76.9321.png,28.4556,76.9321,POINT (101544.63982602069 3154420.181168484),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9409.png,28.4556_76.9409.png,28.4556,76.9409,POINT (102407.40316081268 3154390.976676999),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9443.png,28.4556_76.9443.png,28.4556,76.9443,POINT (102740.74215901992 3154379.7101661954),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9558.png,28.4556_76.9558.png,28.4556,76.9558,POINT (103868.2066057339 3154341.6732496284),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9646.png,28.4556_76.9646.png,28.4556,76.9646,POINT (104730.95608346362 3154312.640131431),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9734.png,28.4556_76.9734.png,28.4556,76.9734,POINT (105593.70043658 3154283.670640844),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9822.png,28.4556_76.9822.png,28.4556,76.9822,POINT (106456.43967625516 3154254.7647753474),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9910.png,28.4556_76.9910.png,28.4556,76.991,POINT (107319.17381365929 3154225.9225324295),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9944.png,28.4556_76.9944.png,28.4556,76.9944,POINT (107652.50154808984 3154214.7959774556),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0058.png,28.4556_77.0058.png,28.4556,77.0058,POINT (108770.12429647177 3154177.558596378),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0146.png,28.4556_77.0146.png,28.4556,77.0146,POINT (109632.84480566281 3154148.8869652846),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0234.png,28.4556_77.0234.png,28.4556,77.0234,POINT (110495.56025370955 3154120.2789475652),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0322.png,28.4556_77.0322.png,28.4556,77.0322,POINT (111358.27065178362 3154091.7345407326),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0410.png,28.4556_77.0410.png,28.4556,77.041,POINT (112220.97601105575 3154063.2537423074),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0443.png,28.4556_77.0443.png,28.4556,77.0443,POINT (112544.48922399752 3154052.589841435),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0557.png,28.4556_77.0557.png,28.4556,77.0557,POINT (113662.07489159575 3154015.819730876),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0645.png,28.4556_77.0645.png,28.4556,77.0645,POINT (114524.76684972254 3153987.5087836916),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0733.png,28.4556_77.0733.png,28.4556,77.0733,POINT (115387.45381005044 3153959.261435854),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0821.png,28.4556_77.0821.png,28.4556,77.0821,POINT (116250.13578374614 3153931.077684909),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0909.png,28.4556_77.0909.png,28.4556,77.0909,POINT (117112.81278198556 3153902.9575284054),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0944.png,28.4556_77.0944.png,28.4556,77.0944,POINT (117455.9215712552 3153891.791051236),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1058.png,28.4556_77.1058.png,28.4556,77.1058,POINT (118573.47047755902 3153855.4899806385),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1146.png,28.4556_77.1146.png,28.4556,77.1146,POINT (119436.13413153571 3153827.541083391),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1234.png,28.4556_77.1234.png,28.4556,77.1234,POINT (120298.79285131226 3153799.6557715866),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1322.png,28.4556_77.1322.png,28.4556,77.1322,POINT (121161.44664805458 3153771.834042803),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1410.png,28.4556_77.1410.png,28.4556,77.141,POINT (122024.09553293878 3153744.0758946207),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1443.png,28.4556_77.1443.png,28.4556,77.1443,POINT (122347.58760071016 3153733.682980434),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1557.png,28.4556_77.1557.png,28.4556,77.1557,POINT (123465.10035871231 3153697.848975728),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1645.png,28.4556_77.1645.png,28.4556,77.1645,POINT (124327.73618144373 3153670.260604844),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1733.png,28.4556_77.1733.png,28.4556,77.1733,POINT (125190.36713331623 3153642.735805735),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1821.png,28.4556_77.1821.png,28.4556,77.1821,POINT (126052.99322550173 3153615.2745760074),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1909.png,28.4556_77.1909.png,28.4556,77.1909,POINT (126915.61446917197 3153587.8769132756),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.1943.png,28.4556_77.1943.png,28.4556,77.1943,POINT (127248.89865352976 3153577.3084766963),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2058.png,28.4556_77.2058.png,28.4556,77.2058,POINT (128376.17805155937 3153541.6326164245),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2146.png,28.4556_77.2146.png,28.4556,77.2146,POINT (129238.78629285254 3153514.4061393444),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2234.png,28.4556_77.2234.png,28.4556,77.2234,POINT (130101.38972688757 3153487.2432204937),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2322.png,28.4556_77.2322.png,28.4556,77.2322,POINT (130963.98836483603 3153460.1438575117),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2410.png,28.4556_77.2410.png,28.4556,77.241,POINT (131826.58221786906 3153433.1080480446),False
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2444.png,28.4556_77.2444.png,28.4556,77.2444,POINT (132159.85583651438 3153422.679414804),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2558.png,28.4556_77.2558.png,28.4556,77.2558,POINT (133277.29748356872 3153387.782049303),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2646.png,28.4556_77.2646.png,28.4556,77.2646,POINT (134139.87855948176 3153360.916667223),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2734.png,28.4556_77.2734.png,28.4556,77.2734,POINT (135002.45489161066 3153334.1148300353),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2822.png,28.4556_77.2822.png,28.4556,77.2822,POINT (135865.02649112698 3153307.3765354105),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2910.png,28.4556_77.2910.png,28.4556,77.291,POINT (136727.59336920205 3153280.701781025),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.2943.png,28.4556_77.2943.png,28.4556,77.2943,POINT (137051.0547335146 3153270.7151291254),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3057.png,28.4556_77.3057.png,28.4556,77.3057,POINT (138168.4616310537 3153236.2845324585),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3145.png,28.4556_77.3145.png,28.4556,77.3145,POINT (139031.01595548424 3153209.7794480505),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3233.png,28.4556_77.3233.png,28.4556,77.3233,POINT (139893.5655994811 3153183.337895402),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3321.png,28.4556_77.3321.png,28.4556,77.3321,POINT (140756.11057421082 3153156.9598722155),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3409.png,28.4556_77.3409.png,28.4556,77.3409,POINT (141618.65089085 3153130.645376199),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3444.png,28.4556_77.3444.png,28.4556,77.3444,POINT (141961.70540633402 3153120.197040787),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3558.png,28.4556_77.3558.png,28.4556,77.3558,POINT (143079.07788322732 3153086.2349869995),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3646.png,28.4556_77.3646.png,28.4556,77.3646,POINT (143941.60571033228 3153060.091569847),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3734.png,28.4556_77.3734.png,28.4556,77.3734,POINT (144804.12892060634 3153034.011671448),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3822.png,28.4556_77.3822.png,28.4556,77.3822,POINT (145666.64752521622 3153007.995289537),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3910.png,28.4556_77.3910.png,28.4556,77.391,POINT (146529.16153533885 3152982.0424218536),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.3943.png,28.4556_77.3943.png,28.4556,77.3943,POINT (146852.6031068971 3152972.326470773),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4057.png,28.4556_77.4057.png,28.4556,77.4057,POINT (147969.94176683313 3152938.8309943625),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4145.png,28.4556_77.4145.png,28.4556,77.4145,POINT (148832.44356233068 3152913.047727501),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4233.png,28.4556_77.4233.png,28.4556,77.4233,POINT (149694.94080434443 3152887.3279666184),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4321.png,28.4556_77.4321.png,28.4556,77.4321,POINT (150557.43350404646 3152861.6717094793),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4409.png,28.4556_77.4409.png,28.4556,77.4409,POINT (151419.92167260894 3152836.078953855),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4443.png,28.4556_77.4443.png,28.4556,77.4443,POINT (151753.1545265842 3152826.2078502453),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4558.png,28.4556_77.4558.png,28.4556,77.4558,POINT (152880.26065827027 3152792.890544048),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4646.png,28.4556_77.4646.png,28.4556,77.4646,POINT (153742.73667921225 3152767.4687985084),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4734.png,28.4556_77.4734.png,28.4556,77.4734,POINT (154605.2082102726 3152742.1105463),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4822.png,28.4556_77.4822.png,28.4556,77.4822,POINT (155467.67526262865 3152716.8157852204),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4910.png,28.4556_77.4910.png,28.4556,77.491,POINT (156330.1378474476 3152691.584513072),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.4944.png,28.4556_77.4944.png,28.4556,77.4944,POINT (156663.3608338298 3152681.8530701688),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5058.png,28.4556_77.5058.png,28.4556,77.5058,POINT (157780.6330596282 3152649.2932727924),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5146.png,28.4556_77.5146.png,28.4556,77.5146,POINT (158643.08371849114 3152624.232255608),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5234.png,28.4556_77.5234.png,28.4556,77.5234,POINT (159505.5299509514 3152599.2347193127),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5322.png,28.4556_77.5322.png,28.4556,77.5322,POINT (160367.97176818602 3152574.300661735),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5410.png,28.4556_77.5410.png,28.4556,77.541,POINT (161230.40918136254 3152549.430080708),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5443.png,28.4556_77.5443.png,28.4556,77.5443,POINT (161553.82207816473 3152540.1199774295),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5557.png,28.4556_77.5557.png,28.4556,77.5557,POINT (162671.06188589835 3152508.0264801052),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5645.png,28.4556_77.5645.png,28.4556,77.5645,POINT (163533.48759299918 3152483.3253997513),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5733.png,28.4556_77.5733.png,28.4556,77.5733,POINT (164395.90893705474 3152458.687788046),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5821.png,28.4556_77.5821.png,28.4556,77.5821,POINT (165258.3259292338 3152434.1136428495),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5909.png,28.4556_77.5909.png,28.4556,77.5909,POINT (166120.7385807102 3152409.6029620282),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5944.png,28.4556_77.5944.png,28.4556,77.5944,POINT (166463.74240849854 3152399.8720356943),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6058.png,28.4556_77.6058.png,28.4556,77.6058,POINT (167580.95013641613 3152368.246617186),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6146.png,28.4556_77.6146.png,28.4556,77.6146,POINT (168443.35115315422 3152343.906846892),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6234.png,28.4556_77.6234.png,28.4556,77.6234,POINT (169305.74787045206 3152319.6305331374),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6322.png,28.4556_77.6322.png,28.4556,77.6322,POINT (170168.14029948204 3152295.4176738146),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6410.png,28.4556_77.6410.png,28.4556,77.641,POINT (171030.528451417 3152271.268266819),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6443.png,28.4556_77.6443.png,28.4556,77.6443,POINT (171353.92290798406 3152262.228597571),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.8558.png,28.4590_76.8558.png,28.459,76.8558,POINT (94076.89523473656 3155053.267922883),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.8646.png,28.4590_76.8646.png,28.459,76.8646,POINT (94939.675899997 3155023.5092869266),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.8734.png,28.4590_76.8734.png,28.459,76.8734,POINT (95802.45131484291 3154993.814312471),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.8822.png,28.4590_76.8822.png,28.459,76.8822,POINT (96665.2214904381 3154964.182996935),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.8910.png,28.4590_76.8910.png,28.459,76.891,POINT (97527.98643795517 3154934.615337742),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.8943.png,28.4590_76.8943.png,28.459,76.8943,POINT (97851.52194768813 3154923.5438764207),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.9057.png,28.4590_76.9057.png,28.459,76.9057,POINT (98969.18443576433 3154885.3658814617),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.9145.png,28.4590_76.9145.png,28.459,76.9145,POINT (99831.93547666108 3154855.9682010575),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.9233.png,28.4590_76.9233.png,28.459,76.9233,POINT (100694.68133046554 3154826.634167589),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.9321.png,28.4590_76.9321.png,28.459,76.9321,POINT (101557.42200834985 3154797.363778506),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_76.9409.png,28.4590_76.9409.png,28.459,76.9409,POINT (102420.15752147842 3154768.157031264),True
